0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
0;5;0;1;25;25;3;3;
